x, y
7.270786585432759, 0.0022903723219421246
7.400000068578827, 0.013578730858176777
7.511984835849719, 0.030511231217647636
7.580899013562149, 0.06061347072109855
7.615355759524228, 0.09259716572205715
7.667041221361481, 0.12175871492163536
7.667041221361481, 0.14903888351346817
7.675655407852002, 0.1772597424091737
7.692883780833041, 0.21300616118074195
7.718726683198736, 0.25251534116780094
7.727340869689256, 0.28638037933162386
7.753183429160814, 0.32777097737130945
7.761797615651334, 0.35881390717863304
7.770411802141854, 0.39644174400282783
7.77902633152651, 0.42372187514977944
7.77902633152651, 0.45382415209811156
7.796254704507549, 0.4876891528170533
7.804868890998069, 0.5177914110429448
7.813483077488589, 0.5413087996968462
7.813483077488589, 0.5657668786546204
7.830711450469628, 0.5902249576123945
7.830711450469628, 0.6118609469361099
7.847940166344803, 0.6391411155279427
7.847940166344803, 0.6664212747585553
7.856554352835323, 0.6927607436852952
7.865168539325842, 0.7238036922150594
7.873782725816362, 0.750143156461189
7.891011098797402, 0.772719831408167
7.891011098797402, 0.7952965110357553
7.908239814672577, 0.8216359893237154
7.925468187653617, 0.8498568482194209
7.959924933615695, 0.8724335465694496
8, 0.8950920245398771
8.140823878599017, 0.9128834355828219
8.270037361745084, 0.9269938650306747
8.41647921787219, 0.9213496857625574
8.51123595505618, 0.9091206556448906
8.623221065221207, 0.9015950957690279
8.743820361876756, 0.8931288268668519
8.812734196695049, 0.8827811773569305
8.890262218003862, 0.869611456935391
8.941947679841116, 0.8573824080952837
9.045318260621489, 0.8489161579155482
9.131460811314957, 0.861145188033215
9.174531743767556, 0.876196326507381
9.22621720560481, 0.8921881365629791
9.30374556980776, 0.9072392563147046
9.372659061731918, 0.9288752643608607
9.441573239444347, 0.9467484737466448
9.519100917859024, 0.9617995934983703
9.579400909080935, 0.9777914035539684
9.674156960476651, 0.9928425420281345
9.829213688882549, 0.9928425420281345
9.949812985538097, 0.9806134931880272
10.035954850443293, 0.9665030637401744
10.096254841665203, 0.9533333245961942
10.17378252007988, 0.9373415145405961
10.259925070773349, 0.9232310850927433
10.389138553919416, 0.9166462155207533
10.492509477593925, 0.9185276148509393
10.613108774249474, 0.919468305154812
10.707864825645188, 0.9091206556448906
10.77677900335762, 0.8978323158310965
10.837078308791257, 0.8846625766871165
10.905992486503687, 0.869611456935391
10.949063418956285, 0.8555010274875382
11.000749223687675, 0.8385684896831862
11.086891088592871, 0.8216359893237154
11.147191079814782, 0.8056441792681173
11.29363293594189, 0.7868302608560198
11.431460605578476, 0.7793047009801571
11.569288275215063, 0.7670756521400497
11.707115944851651, 0.7576687116564417
11.819101055016677, 0.7388547932443442
11.905243605710147, 0.7294478527607361
12.043071275346733, 0.7115746246525114
12.094756394289853, 0.6908793630775497
12.172284758492802, 0.676768933629697
12.267041495676791, 0.6617177764330904
12.396254978822858, 0.6494887650378641
12.491011030218575, 0.6353783355900114
12.542696834949965, 0.6175051074817868
12.611610326874121, 0.5986911890696893
12.663296131605513, 0.5789366177986004
12.723595437039151, 0.5620040799942484
12.786516853932584, 0.5417177914110429
12.842696629213483, 0.5233128834355828
12.910112359550562, 0.503680981595092
12.96629213483146, 0.4815950920245399
13.022471910112358, 0.4570552147239263
13.089887640449438, 0.43251533742331283
13.168539325842698, 0.40797546012269936
13.224719101123595, 0.38957055214723924
13.269662921348313, 0.36871165644171777
13.325842696629213, 0.35030674846625764
13.404494382022472, 0.3257668711656442
13.47191011235955, 0.30368098159509205
13.539325842696629, 0.27668711656441713
13.662921348314606, 0.258282208588957
13.786516853932584, 0.2460122699386503
13.921348314606742, 0.22760736196319017
14.04494382022472, 0.21411042944785275
14.168539325842698, 0.19938650306748465
14.247191011235955, 0.18220858895705522
14.303370786516854, 0.16625766871165643
14.382022471910112, 0.149079754601227
14.438202247191011, 0.13312883435582823
14.50561797752809, 0.11840490797546013
14.617977528089888, 0.10736196319018405
14.730337078651687, 0.09754601226993866
14.865168539325843, 0.08773006134969326
15, 0.07791411042944786
15.134831460674157, 0.06687116564417178
15.269662921348313, 0.05950920245398774
15.404494382022472, 0.05214723926380369
15.55056179775281, 0.04969325153374234
15.674157303370787, 0.04846625766871167
15.820224719101123, 0.04846625766871167
15.932584269662922, 0.03742331288343559
16.06741573033708, 0.026380368098159523
16.235955056179776, 0.019018404907975475
16.382022471910112, 0.019018404907975475
16.528089887640448, 0.019018404907975475
16.685393258426966, 0.019018404907975475
16.820224719101123, 0.019018404907975475
17, 0.017791411042944794
17.134831460674157, 0.014110429447852776
17.29213483146067, 0.011656441717791427
17.43820224719101, 0.009202453987730078
17.662921348314605, 0.004294478527607379
17.79775280898876, 0.0055214723926380604
17.9438202247191, 0.0055214723926380604
7.112359550561798, 0.0006134969325153616
6.955056179775281, 0.0006134969325153616
6.808988764044944, 0.0006134969325153616
6.651685393258427, 0.0006134969325153616
6.49438202247191, 0.0006134969325153616
6.348314606741573, 0.0006134969325153616
6.168539325842697, 0.0006134969325153616
