0.3000	0.0500
0.3020	0.0500
0.3040	0.0500
0.3060	0.0500
0.3080	0.0500
0.3100	0.0500
0.3120	0.0500
0.3140	0.0500
0.3160	0.0500
0.3180	0.0500
0.3200	0.0500
0.3220	0.0500
0.3240	0.0500
0.3260	0.0500
0.3280	0.0500
0.3300	0.0500
0.3320	0.0500
0.3340	0.0500
0.3360	0.0500
0.3380	0.0500
0.3400	0.0500
0.3420	0.0500
0.3440	0.0500
0.3460	0.0500
0.3480	0.0500
0.3500	0.0500
0.3520	0.0500
0.3540	0.0500
0.3560	0.0500
0.3580	0.0500
0.3600	0.0500
0.3620	0.0500
0.3640	0.0500
0.3660	0.0500
0.3680	0.0500
0.3700	0.0500
0.3720	0.0500
0.3740	0.0500
0.3760	0.0500
0.3780	0.0500
0.3800	0.0500
0.3820	0.0500
0.3840	0.0500
0.3860	0.0500
0.3880	0.0500
0.3900	0.0500
0.3920	0.0500
0.3940	0.0500
0.3960	0.0500
0.3980	0.0500
0.4000	0.0500
0.4020	0.0500
0.4040	0.0500
0.4060	0.0500
0.4080	0.0500
0.4100	0.0500
0.4120	0.0500
0.4140	0.0500
0.4160	0.0500
0.4180	0.0500
0.4200	0.0500
0.4220	0.0500
0.4240	0.0500
0.4260	0.0500
0.4280	0.0500
0.4300	0.0500
0.4320	0.0500
0.4340	0.0500
0.4360	0.0500
0.4380	0.0500
0.4400	0.0500
0.4420	0.0500
0.4440	0.0500
0.4460	0.0500
0.4480	0.0500
0.4500	0.0500
0.4520	0.0500
0.4540	0.0500
0.4560	0.0500
0.4580	0.0500
0.4600	0.0500
0.4620	0.0500
0.4640	0.0500
0.4660	0.0500
0.4680	0.0500
0.4700	0.0500
0.4720	0.0500
0.4740	0.0500
0.4760	0.0500
0.4780	0.0500
0.4800	0.0500
0.4820	0.0500
0.4840	0.0500
0.4860	0.0500
0.4880	0.0500
0.4900	0.0500
0.4920	0.0500
0.4940	0.0500
0.4960	0.0500
0.4980	0.0500
0.5000	0.0500
0.5020	0.0500
0.5040	0.0500
0.5060	0.0500
0.5080	0.0500
0.5100	0.0500
0.5120	0.0500
0.5140	0.0500
0.5160	0.0500
0.5180	0.0500
0.5200	0.0500
0.5220	0.0500
0.5240	0.0500
0.5260	0.0500
0.5280	0.0500
0.5300	0.0500
0.5320	0.0500
0.5340	0.0500
0.5360	0.0500
0.5380	0.0500
0.5400	0.0500
0.5420	0.0500
0.5440	0.0500
0.5460	0.0500
0.5480	0.0500
0.5500	0.0500
0.5520	0.0500
0.5540	0.0500
0.5560	0.0500
0.5580	0.0500
0.5600	0.0500
0.5620	0.0500
0.5640	0.0500
0.5660	0.0500
0.5680	0.0500
0.5700	0.0500
0.5720	0.0500
0.5740	0.0500
0.5760	0.0500
0.5780	0.0500
0.5800	0.0500
0.5820	0.0500
0.5840	0.0500
0.5860	0.0500
0.5880	0.0500
0.5900	0.0500
0.5920	0.0500
0.5940	0.0500
0.5960	0.0500
0.5980	0.0500
0.6000	0.0500
0.6020	0.0500
0.6040	0.0500
0.6060	0.0500
0.6080	0.0500
0.6100	0.0500
0.6120	0.0500
0.6140	0.0500
0.6160	0.0500
0.6180	0.0500
0.6200	0.0500
0.6220	0.0500
0.6240	0.0500
0.6260	0.0500
0.6280	0.0500
0.6300	0.0500
0.6320	0.0500
0.6340	0.0500
0.6360	0.0500
0.6380	0.0500
0.6400	0.0500
0.6420	0.0500
0.6440	0.0500
0.6460	0.0500
0.6480	0.0500
0.6500	0.0500
0.6520	0.0500
0.6540	0.0500
0.6560	0.0500
0.6580	0.0500
0.6600	0.0500
0.6620	0.0500
0.6640	0.0500
0.6660	0.0500
0.6680	0.0500
0.6700	0.0500
0.6720	0.0500
0.6740	0.0500
0.6760	0.0500
0.6780	0.0500
0.6800	0.0500
0.6820	0.0500
0.6840	0.0500
0.6860	0.0500
0.6880	0.0500
0.6900	0.0500
0.6920	0.0500
0.6940	0.0500
0.6960	0.0500
0.6980	0.0500
0.7000	0.0500
0.7020	0.0500
0.7040	0.0500
0.7060	0.0500
0.7080	0.0500
0.7100	0.0500
0.7120	0.0500
0.7140	0.0500
0.7160	0.0500
0.7180	0.0500
0.7200	0.0500
0.7220	0.0500
0.7240	0.0500
0.7260	0.0500
0.7280	0.0500
0.7300	0.0500
0.7320	0.0500
0.7340	0.0500
0.7360	0.0500
0.7380	0.0500
0.7400	0.0500
